측정 일시,측정소명,이산화질소,오존농도,이산화탄소,아황산가스,미세먼지,초미세먼지
2018-01-01,강남구,0.033,0.01,0.6,0.006,34.0,22.0
2018-01-01,강남대로,0.04,0.007,0.8,0.006,-1.0,17.0
2018-01-01,강동구,0.038,0.01,0.7,0.005,48.0,24.0
2018-01-01,강변북로,0.033,0.008,0.6,0.005,48.0,15.0
2018-01-01,강북구,0.026,0.018,0.6,0.004,38.0,18.0
2018-01-01,강서구,0.036,0.012,0.7,0.004,-1.0,13.0
2018-01-01,공항대로,0.045,0.007,0.6,0.006,50.0,21.0
2018-01-01,관악구,0.036,0.008,0.5,0.008,38.0,23.0
2018-01-01,광진구,0.037,0.012,0.7,0.005,41.0,21.0
2018-01-01,구로구,0.025,0.008,0.6,0.007,47.0,28.0
2018-01-01,금천구,0.036,0.01,0.6,0.005,39.0,21.0
2018-01-01,노원구,0.034,0.012,0.8,0.007,42.0,21.0
2018-01-01,도봉구,0.029,0.016,0.6,0.006,44.0,22.0
2018-01-01,도산대로,0.037,0.009,0.6,0.006,52.0,20.0
2018-01-01,동대문구,0.031,0.013,0.6,0.006,46.0,20.0
2018-01-01,동작구,0.035,0.012,0.5,0.005,40.0,19.0
2018-01-01,동작대로,0.051,0.005,0.7,0.005,49.0,16.0
2018-01-01,마포구,0.033,0.012,0.6,0.006,39.0,21.0
2018-01-01,서대문구,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-01,서초구,0.031,0.011,0.6,0.005,49.0,24.0
2018-01-01,성동구,0.032,0.01,0.3,0.006,47.0,23.0
2018-01-01,성북구,0.04,0.01,0.7,0.007,43.0,19.0
2018-01-01,송파구,0.028,0.013,0.7,0.004,52.0,23.0
2018-01-01,신촌로,0.045,0.005,1.0,0.008,56.0,23.0
2018-01-01,양천구,0.037,0.008,0.7,0.005,37.0,21.0
2018-01-01,영등포구,0.03,0.01,0.7,0.007,47.0,24.0
2018-01-01,영등포로,0.049,0.007,0.6,0.006,51.0,17.0
2018-01-01,용산구,0.029,0.012,0.3,0.005,38.0,18.0
2018-01-01,은평구,0.017,0.014,0.6,0.003,41.0,21.0
2018-01-01,정릉로,0.05,0.007,0.8,0.006,56.0,21.0
2018-01-01,종로,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-01,종로구,0.029,0.016,0.6,0.007,34.0,17.0
2018-01-01,중구,0.028,0.015,0.5,0.005,32.0,18.0
2018-01-01,중랑구,0.036,0.01,0.7,0.007,48.0,22.0
2018-01-01,천호대로,0.045,0.007,0.6,0.006,48.0,19.0
2018-01-01,청계천로,0.034,0.012,0.4,0.006,37.0,16.0
2018-01-01,한강대로,0.039,0.012,0.5,0.005,49.0,16.0
2018-01-01,홍릉로,0.04,0.01,0.6,0.008,43.0,22.0
2018-01-01,화랑로,0.034,0.007,0.7,0.005,43.0,17.0
2018-01-02,강남구,0.039,0.007,0.7,0.006,34.0,25.0
2018-01-02,강남대로,0.053,0.005,1.0,0.006,60.0,17.0
2018-01-02,강동구,0.041,0.009,0.8,0.005,46.0,25.0
2018-01-02,강변북로,0.037,0.007,0.8,0.005,48.0,16.0
2018-01-02,강북구,0.028,0.02,0.6,0.004,32.0,16.0
2018-01-02,강서구,0.037,0.012,0.7,0.004,23.0,15.0
2018-01-02,공항대로,0.047,0.008,0.7,0.006,54.0,23.0
2018-01-02,관악구,0.042,0.007,0.6,0.007,37.0,24.0
2018-01-02,광진구,0.043,0.01,0.8,0.006,44.0,25.0
2018-01-02,구로구,0.024,0.007,0.8,0.007,46.0,29.0
2018-01-02,금천구,0.039,0.01,0.7,0.005,39.0,24.0
2018-01-02,노원구,0.033,0.014,0.8,0.006,41.0,22.0
2018-01-02,도봉구,0.033,0.016,0.8,0.004,42.0,22.0
2018-01-02,도산대로,0.046,0.007,0.9,0.006,51.0,22.0
2018-01-02,동대문구,0.043,0.011,0.7,0.006,43.0,21.0
2018-01-02,동작구,0.045,0.011,0.8,0.004,43.0,24.0
2018-01-02,동작대로,0.056,0.005,0.8,0.005,47.0,18.0
2018-01-02,마포구,0.043,0.01,0.9,0.005,40.0,24.0
2018-01-02,서대문구,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-02,서초구,0.032,0.01,0.7,0.006,50.0,26.0
2018-01-02,성동구,0.033,0.009,0.5,0.005,42.0,23.0
2018-01-02,성북구,0.041,0.012,0.9,0.006,43.0,20.0
2018-01-02,송파구,0.033,0.011,0.9,0.005,53.0,27.0
2018-01-02,신촌로,0.05,0.005,1.1,0.008,55.0,25.0
2018-01-02,양천구,0.038,0.008,0.8,0.005,39.0,24.0
2018-01-02,영등포구,0.037,0.009,0.8,0.007,48.0,25.0
2018-01-02,영등포로,0.051,0.007,0.6,0.006,48.0,17.0
2018-01-02,용산구,0.038,0.009,0.5,0.005,38.0,21.0
2018-01-02,은평구,0.021,0.013,0.8,0.004,40.0,21.0
2018-01-02,정릉로,0.047,0.009,0.8,0.006,49.0,18.0
2018-01-02,종로,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-02,종로구,0.044,0.01,0.9,0.007,36.0,22.0
2018-01-02,중구,0.037,0.012,0.8,0.005,33.0,20.0
2018-01-02,중랑구,0.042,0.008,0.8,0.006,46.0,22.0
2018-01-02,천호대로,0.055,0.007,0.8,0.005,57.0,22.0
2018-01-02,청계천로,0.039,0.014,0.6,0.006,32.0,16.0
2018-01-02,한강대로,0.041,0.012,0.6,0.005,45.0,15.0
2018-01-02,홍릉로,0.047,0.009,0.7,0.007,43.0,24.0
2018-01-02,화랑로,0.035,0.009,0.7,0.005,38.0,17.0
2018-01-03,강남구,0.027,0.01,0.5,0.006,28.0,20.0
2018-01-03,강남대로,0.046,0.008,0.6,0.005,48.0,15.0
2018-01-03,강동구,0.028,0.015,0.5,0.005,39.0,20.0
2018-01-03,강변북로,0.031,0.009,0.6,0.005,42.0,14.0
2018-01-03,강북구,0.016,0.026,0.5,0.004,30.0,14.0
2018-01-03,강서구,0.02,0.019,0.4,0.004,33.0,15.0
2018-01-03,공항대로,0.035,0.013,0.4,0.006,46.0,17.0
2018-01-03,관악구,0.025,0.012,0.3,0.007,30.0,18.0
2018-01-03,광진구,0.026,0.016,0.5,0.004,34.0,18.0
2018-01-03,구로구,0.016,0.012,0.4,0.006,39.0,24.0
2018-01-03,금천구,0.026,0.016,0.5,0.005,33.0,19.0
2018-01-03,노원구,0.018,0.022,0.5,0.006,36.0,19.0
2018-01-03,도봉구,0.014,0.023,0.4,0.006,34.0,20.0
2018-01-03,도산대로,0.028,0.011,0.5,0.006,43.0,19.0
2018-01-03,동대문구,0.024,0.017,0.5,0.006,37.0,19.0
2018-01-03,동작구,0.026,0.015,0.4,0.004,39.0,18.0
2018-01-03,동작대로,0.041,0.008,0.5,0.005,41.0,16.0
2018-01-03,마포구,0.021,0.017,0.5,0.005,33.0,18.0
2018-01-03,서대문구,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-03,서초구,0.019,0.016,0.4,0.005,40.0,20.0
2018-01-03,성동구,0.024,0.012,0.5,0.005,37.0,21.0
2018-01-03,성북구,0.024,0.017,0.5,0.006,37.0,17.0
2018-01-03,송파구,0.022,0.016,0.4,0.004,40.0,20.0
2018-01-03,신촌로,0.036,0.008,0.8,0.008,49.0,20.0
2018-01-03,양천구,0.022,0.015,0.5,0.004,33.0,18.0
2018-01-03,영등포구,0.024,0.012,0.6,0.007,40.0,21.0
2018-01-03,영등포로,0.037,0.01,0.5,0.006,40.0,13.0
2018-01-03,용산구,0.025,0.013,0.3,0.005,36.0,17.0
2018-01-03,은평구,0.024,0.02,0.6,0.005,39.0,22.0
2018-01-03,정릉로,0.04,0.011,0.6,0.006,45.0,18.0
2018-01-03,종로,0.024,0.018,0.5,0.003,15.0,9.0
2018-01-03,종로구,0.025,0.016,0.6,0.007,31.0,19.0
2018-01-03,중구,0.021,0.018,0.5,0.005,30.0,18.0
2018-01-03,중랑구,0.025,0.014,0.5,0.006,39.0,21.0
2018-01-03,천호대로,0.039,0.009,0.6,0.005,45.0,18.0
2018-01-03,청계천로,0.025,0.015,0.4,0.006,33.0,15.0
2018-01-03,한강대로,0.032,0.014,0.5,0.004,38.0,15.0
2018-01-03,홍릉로,0.035,0.011,0.5,0.007,36.0,19.0
2018-01-03,화랑로,0.029,0.011,0.5,0.005,34.0,14.0
2018-01-04,강남구,0.037,0.007,0.6,0.006,34.0,26.0
2018-01-04,강남대로,0.058,0.006,0.7,0.005,55.0,19.0
2018-01-04,강동구,0.036,0.011,0.6,0.005,55.0,28.0
2018-01-04,강변북로,0.034,0.008,0.6,0.005,47.0,17.0
2018-01-04,강북구,0.031,0.015,0.6,0.004,39.0,20.0
2018-01-04,강서구,0.034,0.01,0.5,0.003,61.0,27.0
2018-01-04,공항대로,0.046,0.007,0.5,0.006,57.0,23.0
2018-01-04,관악구,0.039,0.006,0.4,0.007,41.0,26.0
2018-01-04,광진구,0.033,0.014,0.5,0.005,43.0,24.0
2018-01-04,구로구,0.024,0.007,0.6,0.006,48.0,28.0
2018-01-04,금천구,0.038,0.009,0.6,0.005,42.0,25.0
2018-01-04,노원구,0.031,0.014,0.6,0.006,47.0,26.0
2018-01-04,도봉구,0.035,0.011,0.5,0.005,48.0,26.0
2018-01-04,도산대로,0.043,0.006,0.8,0.006,55.0,24.0
2018-01-04,동대문구,0.039,0.011,0.6,0.006,48.0,23.0
2018-01-04,동작구,0.042,0.009,0.6,0.005,49.0,27.0
2018-01-04,동작대로,0.054,0.005,0.7,0.005,52.0,25.0
2018-01-04,마포구,0.036,0.009,0.6,0.005,45.0,25.0
2018-01-04,서대문구,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-04,서초구,0.034,0.008,0.5,0.005,52.0,26.0
2018-01-04,성동구,0.032,0.008,0.5,0.005,46.0,25.0
2018-01-04,성북구,0.038,0.01,0.7,0.006,47.0,22.0
2018-01-04,송파구,0.029,0.013,0.6,0.005,57.0,26.0
2018-01-04,신촌로,0.044,0.006,1.0,0.008,60.0,26.0
2018-01-04,양천구,0.033,0.008,0.6,0.004,39.0,23.0
2018-01-04,영등포구,0.031,0.009,0.7,0.007,49.0,25.0
2018-01-04,영등포로,0.045,0.006,0.6,0.006,53.0,20.0
2018-01-04,용산구,0.036,0.008,0.4,0.005,41.0,23.0
2018-01-04,은평구,0.03,0.015,0.6,0.005,38.0,21.0
2018-01-04,정릉로,0.043,0.008,0.6,0.006,53.0,24.0
2018-01-04,종로,0.038,0.01,0.7,0.004,31.0,23.0
2018-01-04,종로구,0.037,0.01,0.7,0.007,39.0,24.0
2018-01-04,중구,0.036,0.009,0.7,0.005,38.0,24.0
2018-01-04,중랑구,0.033,0.011,0.6,0.006,51.0,26.0
2018-01-04,천호대로,0.045,0.007,0.7,0.006,62.0,23.0
2018-01-04,청계천로,0.043,0.009,0.6,0.006,43.0,23.0
2018-01-04,한강대로,0.042,0.008,0.6,0.005,54.0,21.0
2018-01-04,홍릉로,0.044,0.008,0.4,0.006,45.0,26.0
2018-01-04,화랑로,0.036,0.007,0.7,0.005,47.0,20.0
2018-01-05,강남구,0.044,0.006,0.7,0.006,46.0,37.0
2018-01-05,강남대로,0.066,0.005,1.1,0.007,66.0,25.0
2018-01-05,강동구,0.049,0.007,0.8,0.005,67.0,45.0
2018-01-05,강변북로,0.045,0.005,0.9,0.006,65.0,26.0
2018-01-05,강북구,0.042,0.013,0.8,0.005,56.0,34.0
2018-01-05,강서구,0.043,0.01,0.7,0.005,74.0,40.0
2018-01-05,공항대로,0.059,0.005,0.7,0.007,72.0,33.0
2018-01-05,관악구,0.041,0.007,0.5,0.007,48.0,36.0
2018-01-05,광진구,0.048,0.008,0.9,0.005,64.0,40.0
2018-01-05,구로구,0.028,0.006,0.6,0.007,61.0,42.0
2018-01-05,금천구,0.044,0.009,0.8,0.006,49.0,34.0
2018-01-05,노원구,0.044,0.008,0.9,0.007,63.0,40.0
2018-01-05,도봉구,0.039,0.012,0.8,0.004,65.0,41.0
2018-01-05,도산대로,0.044,0.006,0.8,0.006,62.0,31.0
2018-01-05,동대문구,0.049,0.009,0.7,0.007,65.0,36.0
2018-01-05,동작구,0.043,0.01,0.7,0.005,53.0,34.0
2018-01-05,동작대로,0.058,0.004,0.8,0.006,57.0,32.0
2018-01-05,마포구,0.043,0.007,0.8,0.006,55.0,36.0
2018-01-05,서대문구,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-05,서초구,0.036,0.008,0.6,0.006,60.0,37.0
2018-01-05,성동구,0.041,0.006,0.6,0.006,59.0,37.0
2018-01-05,성북구,0.043,0.008,0.7,0.006,63.0,36.0
2018-01-05,송파구,0.038,0.008,0.7,0.006,65.0,36.0
2018-01-05,신촌로,0.054,0.004,1.2,0.01,72.0,36.0
2018-01-05,양천구,0.04,0.007,0.7,0.005,51.0,36.0
2018-01-05,영등포구,0.034,0.009,0.8,0.008,61.0,40.0
2018-01-05,영등포로,0.059,0.005,0.7,0.006,67.0,29.0
2018-01-05,용산구,0.043,0.007,0.5,0.006,50.0,35.0
2018-01-05,은평구,0.043,0.01,0.5,0.005,52.0,31.0
2018-01-05,정릉로,0.051,0.005,0.8,0.006,71.0,35.0
2018-01-05,종로,0.051,0.007,0.8,0.004,54.0,37.0
2018-01-05,종로구,0.048,0.007,0.8,0.007,51.0,35.0
2018-01-05,중구,0.044,0.006,0.8,0.005,48.0,33.0
2018-01-05,중랑구,0.048,0.006,0.8,0.007,67.0,39.0
2018-01-05,천호대로,0.053,0.005,0.8,0.006,72.0,28.0
2018-01-05,청계천로,0.055,0.006,0.7,0.007,55.0,32.0
2018-01-05,한강대로,0.052,0.006,0.7,0.005,61.0,26.0
2018-01-05,홍릉로,0.052,0.005,0.7,0.008,61.0,40.0
2018-01-05,화랑로,0.044,0.004,0.9,0.005,61.0,29.0
2018-01-06,강남구,0.037,0.01,0.6,0.006,35.0,30.0
2018-01-06,강남대로,0.059,0.006,1.0,0.006,59.0,25.0
2018-01-06,강동구,0.051,0.006,0.9,0.005,63.0,44.0
2018-01-06,강변북로,0.04,0.008,0.7,0.005,53.0,21.0
2018-01-06,강북구,0.031,0.019,0.8,0.004,42.0,26.0
2018-01-06,강서구,0.037,0.015,0.7,0.004,50.0,33.0
2018-01-06,공항대로,0.053,0.007,0.7,0.006,68.0,32.0
2018-01-06,관악구,0.041,0.009,0.5,0.008,44.0,34.0
2018-01-06,광진구,0.046,0.009,0.8,0.005,54.0,34.0
2018-01-06,구로구,0.026,0.009,0.6,0.007,55.0,39.0
2018-01-06,금천구,0.04,0.011,0.7,0.006,43.0,31.0
2018-01-06,노원구,0.041,0.011,0.8,0.007,49.0,31.0
2018-01-06,도봉구,0.034,0.017,0.8,0.006,52.0,36.0
2018-01-06,도산대로,0.041,0.009,0.7,0.006,57.0,28.0
2018-01-06,동대문구,0.036,0.016,0.6,0.007,50.0,31.0
2018-01-06,동작구,0.04,0.012,0.6,0.005,47.0,30.0
2018-01-06,동작대로,0.057,0.005,0.8,0.006,53.0,29.0
2018-01-06,마포구,0.035,0.014,0.7,0.005,45.0,32.0
2018-01-06,서대문구,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-06,서초구,0.034,0.011,0.6,0.006,52.0,35.0
2018-01-06,성동구,0.033,0.011,0.4,0.005,46.0,30.0
2018-01-06,성북구,0.042,0.011,0.7,0.006,51.0,34.0
2018-01-06,송파구,0.04,0.009,0.7,0.005,60.0,29.0
2018-01-06,신촌로,0.05,0.006,1.1,0.008,61.0,34.0
2018-01-06,양천구,0.038,0.01,0.7,0.005,42.0,31.0
2018-01-06,영등포구,0.034,0.01,0.7,0.007,53.0,36.0
2018-01-06,영등포로,0.052,0.007,0.7,0.006,57.0,25.0
2018-01-06,용산구,0.033,0.013,0.4,0.005,44.0,26.0
2018-01-06,은평구,0.035,0.017,0.6,0.004,45.0,31.0
2018-01-06,정릉로,0.05,0.007,0.8,0.006,59.0,30.0
2018-01-06,종로,0.034,0.016,0.7,0.004,37.0,28.0
2018-01-06,종로구,0.034,0.017,0.7,0.007,38.0,27.0
2018-01-06,중구,0.033,0.015,0.7,0.005,38.0,26.0
2018-01-06,중랑구,0.043,0.009,0.8,0.006,52.0,34.0
2018-01-06,천호대로,0.055,0.005,0.9,0.006,67.0,27.0
2018-01-06,청계천로,0.036,0.015,0.5,0.006,41.0,25.0
2018-01-06,한강대로,0.041,0.013,0.6,0.005,51.0,23.0
2018-01-06,홍릉로,0.046,0.01,0.7,0.007,51.0,34.0
2018-01-06,화랑로,0.043,0.005,0.9,0.005,53.0,27.0
2018-01-07,강남구,0.048,0.003,0.7,0.006,46.0,42.0
2018-01-07,강남대로,0.065,0.003,1.1,0.006,69.0,31.0
2018-01-07,강동구,0.049,0.004,0.9,0.005,57.0,45.0
2018-01-07,강변북로,0.041,0.004,0.9,0.005,54.0,25.0
2018-01-07,강북구,0.047,0.007,0.9,0.004,49.0,31.0
2018-01-07,강서구,0.056,0.004,1.0,0.004,67.0,45.0
2018-01-07,공항대로,0.059,0.003,0.9,0.006,78.0,46.0
2018-01-07,관악구,0.054,0.002,0.8,0.007,54.0,45.0
2018-01-07,광진구,0.048,0.005,0.8,0.005,58.0,39.0
2018-01-07,구로구,0.034,0.003,0.8,0.007,62.0,43.0
2018-01-07,금천구,0.055,0.003,1.0,0.005,53.0,40.0
2018-01-07,노원구,0.048,0.005,1.0,0.007,57.0,39.0
2018-01-07,도봉구,0.05,0.006,0.9,0.004,56.0,39.0
2018-01-07,도산대로,0.051,0.003,1.0,0.006,65.0,36.0
2018-01-07,동대문구,0.057,0.005,0.8,0.007,57.0,38.0
2018-01-07,동작구,0.057,0.004,1.0,0.005,59.0,44.0
2018-01-07,동작대로,0.064,0.002,1.0,0.005,65.0,37.0
2018-01-07,마포구,0.051,0.004,0.9,0.005,55.0,39.0
2018-01-07,서대문구,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-07,서초구,0.044,0.004,0.8,0.005,62.0,43.0
2018-01-07,성동구,0.042,0.004,0.7,0.005,55.0,41.0
2018-01-07,성북구,0.052,0.004,0.9,0.006,55.0,41.0
2018-01-07,송파구,0.041,0.005,0.9,0.005,57.0,31.0
2018-01-07,신촌로,0.052,0.004,1.1,0.006,64.0,37.0
2018-01-07,양천구,0.053,0.003,1.1,0.005,53.0,41.0
2018-01-07,영등포구,0.043,0.005,0.8,0.007,58.0,44.0
2018-01-07,영등포로,0.065,0.003,0.9,0.006,72.0,39.0
2018-01-07,용산구,0.045,0.004,0.6,0.005,53.0,37.0
2018-01-07,은평구,0.049,0.008,0.9,0.004,44.0,33.0
2018-01-07,정릉로,0.051,0.003,0.9,0.006,64.0,39.0
2018-01-07,종로,0.055,0.004,1.0,0.004,47.0,38.0
2018-01-07,종로구,0.053,0.005,1.0,0.007,47.0,36.0
2018-01-07,중구,0.049,0.004,0.9,0.004,46.0,35.0
2018-01-07,중랑구,0.045,0.005,0.8,0.006,55.0,37.0
2018-01-07,천호대로,0.053,0.003,0.9,0.005,67.0,31.0
2018-01-07,청계천로,0.057,0.004,0.8,0.007,51.0,37.0
2018-01-07,한강대로,0.057,0.004,0.7,0.005,63.0,28.0
2018-01-07,홍릉로,0.053,0.004,0.7,0.007,58.0,41.0
2018-01-07,화랑로,0.043,0.003,0.9,0.005,52.0,28.0
2018-01-08,강남구,0.05,0.005,0.8,0.006,52.0,44.0
2018-01-08,강남대로,0.064,0.005,1.0,0.006,65.0,27.0
2018-01-08,강동구,0.051,0.006,0.9,0.006,55.0,41.0
2018-01-08,강변북로,0.048,0.005,1.0,0.006,59.0,27.0
2018-01-08,강북구,0.045,0.01,0.8,0.005,51.0,33.0
2018-01-08,강서구,0.045,0.009,0.7,0.005,62.0,44.0
2018-01-08,공항대로,0.054,0.006,0.7,0.007,74.0,40.0
2018-01-08,관악구,0.048,0.005,0.6,0.007,55.0,47.0
2018-01-08,광진구,0.052,0.007,0.9,0.006,64.0,42.0
2018-01-08,구로구,0.03,0.005,0.7,0.007,65.0,43.0
2018-01-08,금천구,0.048,0.008,0.9,0.006,58.0,43.0
2018-01-08,노원구,0.047,0.007,0.9,0.007,61.0,43.0
2018-01-08,도봉구,0.044,0.01,0.9,0.006,57.0,39.0
2018-01-08,도산대로,0.054,0.005,0.9,0.006,61.0,32.0
2018-01-08,동대문구,0.055,0.006,0.7,0.007,58.0,36.0
2018-01-08,동작구,0.05,0.009,0.8,0.005,59.0,46.0
2018-01-08,동작대로,0.061,0.005,0.9,0.006,65.0,39.0
2018-01-08,마포구,0.049,0.007,0.9,0.006,61.0,44.0
2018-01-08,서대문구,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-08,서초구,0.039,0.008,0.8,0.006,67.0,47.0
2018-01-08,성동구,0.044,0.005,0.7,0.006,57.0,39.0
2018-01-08,성북구,0.046,0.007,0.8,0.006,54.0,39.0
2018-01-08,송파구,0.043,0.007,0.8,0.006,54.0,36.0
2018-01-08,신촌로,0.058,0.004,1.3,0.009,74.0,41.0
2018-01-08,양천구,0.045,0.006,0.8,0.005,54.0,42.0
2018-01-08,영등포구,0.039,0.006,0.7,0.007,62.0,42.0
2018-01-08,영등포로,0.066,0.004,0.9,0.007,76.0,38.0
2018-01-08,용산구,0.047,0.006,0.6,0.006,56.0,41.0
2018-01-08,은평구,0.047,0.009,0.9,0.005,51.0,33.0
2018-01-08,정릉로,0.047,0.005,0.8,0.006,66.0,37.0
2018-01-08,종로,0.055,0.006,0.9,0.005,45.0,37.0
2018-01-08,종로구,0.053,0.006,0.9,0.007,49.0,37.0
2018-01-08,중구,0.048,0.006,0.9,0.005,52.0,40.0
2018-01-08,중랑구,0.052,0.005,0.8,0.007,55.0,39.0
2018-01-08,천호대로,0.055,0.004,0.9,0.006,78.0,31.0
2018-01-08,청계천로,0.058,0.005,0.8,0.008,54.0,39.0
2018-01-08,한강대로,0.057,0.006,0.8,0.006,67.0,28.0
2018-01-08,홍릉로,0.055,0.005,0.8,0.008,63.0,45.0
2018-01-08,화랑로,0.044,0.005,0.9,0.005,52.0,27.0
2018-01-09,강남구,0.02,0.015,0.4,0.005,36.0,20.0
2018-01-09,강남대로,0.04,0.013,0.6,0.004,49.0,15.0
2018-01-09,강동구,0.019,0.023,0.5,0.005,47.0,23.0
2018-01-09,강변북로,0.025,0.014,0.4,0.005,46.0,13.0
2018-01-09,강북구,0.01,0.034,0.4,0.004,40.0,17.0
2018-01-09,강서구,0.019,0.024,0.4,0.004,38.0,21.0
2018-01-09,공항대로,0.031,0.017,0.4,0.005,47.0,20.0
2018-01-09,관악구,0.02,0.019,0.2,0.006,37.0,22.0
2018-01-09,광진구,0.019,0.025,0.5,0.003,45.0,20.0
2018-01-09,구로구,0.014,0.016,0.4,0.007,47.0,24.0
2018-01-09,금천구,0.021,0.022,0.4,0.005,40.0,20.0
2018-01-09,노원구,0.013,0.03,0.4,0.006,42.0,20.0
2018-01-09,도봉구,0.01,0.029,0.3,0.004,46.0,19.0
2018-01-09,도산대로,0.023,0.016,0.5,0.005,48.0,18.0
2018-01-09,동대문구,0.018,0.023,0.5,0.006,48.0,19.0
2018-01-09,동작구,0.019,0.024,0.4,0.004,43.0,21.0
2018-01-09,동작대로,0.036,0.013,0.5,0.005,46.0,18.0
2018-01-09,마포구,0.019,0.023,0.5,0.005,40.0,21.0
2018-01-09,서대문구,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-09,서초구,0.016,0.022,0.4,0.006,48.0,23.0
2018-01-09,성동구,0.018,0.019,0.4,0.005,46.0,21.0
2018-01-09,성북구,0.016,0.023,0.4,0.005,43.0,22.0
2018-01-09,송파구,0.015,0.026,0.3,0.004,48.0,21.0
2018-01-09,신촌로,0.034,0.01,0.7,0.006,53.0,19.0
2018-01-09,양천구,0.02,0.018,0.4,0.004,36.0,19.0
2018-01-09,영등포구,0.02,0.019,0.6,0.006,46.0,23.0
2018-01-09,영등포로,0.036,0.014,0.4,0.005,51.0,11.0
2018-01-09,용산구,0.018,0.021,0.3,0.004,40.0,19.0
2018-01-09,은평구,0.02,0.027,0.5,0.004,48.0,21.0
2018-01-09,정릉로,0.027,0.018,0.5,0.005,50.0,19.0
2018-01-09,종로,0.019,0.024,0.4,0.003,32.0,19.0
2018-01-09,종로구,0.021,0.023,0.5,0.006,37.0,19.0
2018-01-09,중구,0.016,0.024,0.4,0.004,37.0,19.0
2018-01-09,중랑구,0.018,0.022,0.5,0.006,48.0,24.0
2018-01-09,천호대로,0.031,0.016,0.5,0.005,47.0,18.0
2018-01-09,청계천로,0.022,0.021,0.4,0.006,37.0,15.0
2018-01-09,한강대로,0.026,0.022,0.4,0.004,39.0,14.0
2018-01-09,홍릉로,0.029,0.018,0.5,0.007,44.0,21.0
2018-01-09,화랑로,0.024,0.017,0.5,0.005,40.0,12.0
2018-01-10,강남구,0.018,0.014,0.4,0.005,28.0,13.0
2018-01-10,강남대로,0.038,0.012,0.5,0.004,40.0,11.0
2018-01-10,강동구,0.019,0.021,0.4,0.004,38.0,16.0
2018-01-10,강변북로,0.02,0.015,0.4,0.004,35.0,8.0
2018-01-10,강북구,0.009,0.032,0.3,0.004,31.0,9.0
2018-01-10,강서구,0.02,0.02,0.4,0.003,29.0,16.0
2018-01-10,공항대로,0.034,0.014,0.4,0.005,36.0,13.0
2018-01-10,관악구,0.021,0.017,0.3,0.006,29.0,14.0
2018-01-10,광진구,0.018,0.022,0.4,0.003,32.0,13.0
2018-01-10,구로구,0.015,0.013,0.4,0.006,38.0,19.0
2018-01-10,금천구,0.021,0.02,0.4,0.004,33.0,14.0
2018-01-10,노원구,0.015,0.024,0.4,0.005,34.0,13.0
2018-01-10,도봉구,0.01,0.025,0.3,0.004,37.0,14.0
2018-01-10,도산대로,0.025,0.013,0.5,0.005,41.0,14.0
2018-01-10,동대문구,0.016,0.023,0.4,0.005,38.0,14.0
2018-01-10,동작구,0.019,0.021,0.4,0.004,33.0,13.0
2018-01-10,동작대로,0.036,0.01,0.5,0.005,36.0,13.0
2018-01-10,마포구,0.018,0.021,0.4,0.004,30.0,15.0
2018-01-10,서대문구,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2018-01-10,서초구,0.014,0.021,0.3,0.005,37.0,15.0
2018-01-10,성동구,0.016,0.017,0.2,0.004,36.0,15.0
2018-01-10,성북구,0.015,0.023,0.3,0.005,35.0,13.0
2018-01-10,송파구,0.015,0.022,0.3,0.004,36.0,11.0
2018-01-10,신촌로,0.032,0.009,0.6,0.006,48.0,14.0
2018-01-10,양천구,0.022,0.015,0.4,0.004,30.0,13.0
2018-01-10,영등포구,0.021,0.015,0.6,0.006,39.0,18.0
2018-01-10,영등포로,0.031,0.013,0.4,0.005,38.0,8.0
2018-01-10,용산구,0.019,0.018,0.3,0.004,32.0,13.0
2018-01-10,은평구,0.019,0.025,0.5,0.004,40.0,16.0
2018-01-10,정릉로,0.026,0.017,0.4,0.005,45.0,15.0
2018-01-10,종로,0.016,0.023,0.4,0.003,22.0,11.0
2018-01-10,종로구,0.019,0.022,0.4,0.006,27.0,13.0
2018-01-10,중구,0.015,0.023,0.4,0.003,28.0,12.0
2018-01-10,중랑구,0.017,0.02,0.4,0.006,42.0,17.0
2018-01-10,천호대로,0.034,0.011,0.5,0.005,37.0,14.0
2018-01-10,청계천로,0.019,0.02,0.3,0.005,28.0,9.0
2018-01-10,한강대로,0.027,0.019,0.4,0.004,33.0,11.0
2018-01-10,홍릉로,0.029,0.016,0.4,0.007,35.0,13.0
2018-01-10,화랑로,0.024,0.015,0.4,0.004,31.0,8.0
2018-01-11,강남구,0.02,0.012,0.4,0.005,26.0,23.0
